"Transaction Type","Date","Account Type","Description","Amount","Reference No.","Credits","Debits"
"DIRECT DEBIT",6/11/18,Checking,"PUTNAMS WATERVIEW GOFFSTOWN    NH            6819",-43.31," ",,$43.31
"DIRECT DEBIT",6/11/18,Checking,"CIRCLE K 07263    BEDFORD      NH            6819",-19.56," ",,$19.56
"POS DEBIT",6/8/18,Checking,"CIRCLE K 07263    BEDFORD      NH            6819",-39.13," ",,$39.13
DEBIT,6/8/18,Checking,"DDA DEBIT",-10.00,460028505,,$10.00
"POS DEBIT",6/8/18,Checking,"GOOGLE *YouTub    Mountain ViewCA            6819",-35.00," ",,$35.00
"DIRECT DEPOSIT",6/8/18,Checking,"Citizens Bank    PAYROLL",309.65," ",$309.65,
"DIRECT DEPOSIT",6/8/18,Checking,"ROBERT HALF INTE PAYROLL",1312.41," ","$1,312.41",
DEBIT,6/7/18,Checking,"COMCAST          CABLE",-85.95," ",,$85.95
"POS DEBIT",6/7/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-31.24," ",,$31.24
"DIRECT DEBIT",6/7/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6801",-23.69," ",,$23.69
"DIRECT DEBIT",6/7/18,Checking,"ACCELERATED AUTOMOGOFFSTOWN    NH            6819",-901.81," ",,$901.81
DEBIT,6/6/18,Checking,"EVERSOURCE       WEB_PAY",-113.33," ",,$113.33
"POS DEBIT",6/6/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6819",-123.60," ",,$123.60
"POS DEBIT",6/6/18,Checking,"GOOGLE *YouTube Re855-836-3987 CA            6819",-14.99," ",,$14.99
"DIRECT DEBIT",6/6/18,Checking,"DUNKIN #357416    MANCHESTER   NH            6801",-3.36," ",,$3.36
"DIRECT DEBIT",6/6/18,Checking,"DAILY WIRE        817-8503600  TX            6819",-7.99," ",,$7.99
"DIRECT DEBIT",6/6/18,Checking,"WALMART.COM 800966800-966-6546 AR            6801",-47.99," ",,$47.99
"POS DEBIT",6/5/18,Checking,"GOOGLE *Playri    Mountain ViewCA            6801",-5.99," ",,$5.99
"POS DEBIT",6/5/18,Checking,"GOOGLE *Playri    Mountain ViewCA            6801",-0.99," ",,$0.99
"DIRECT DEBIT",6/5/18,Checking,"TST* UBON THAI 2 GMANCHESTER   NH            6801",-19.51," ",,$19.51
"DIRECT DEBIT",6/5/18,Checking,"XXXPOSED INC      WINDHAM      NH            6819",-82.98," ",,$82.98
"DIRECT DEBIT",6/5/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-5.10," ",,$5.10
"DIRECT DEBIT",6/5/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-23.99," ",,$23.99
"DIRECT DEBIT",6/5/18,Checking,"GILDAN USA        866-714-8486 SC            6819",-13.67," ",,$13.67
FEE,6/4/18,Checking,"EXCHANGE FEE",-0.83," ",,$0.83
DEBIT,6/4/18,Checking,"THE GRANITE YMCA ELEC DRAFT",-76.00," ",,$76.00
"POS DEBIT",6/4/18,Checking,"GOOGLE *Playri    Mountain ViewCA            6801",-0.99," ",,$0.99
"DIRECT DEBIT",6/4/18,Checking,"SQ *MANCHESTER CHRBEDFORD      NH            6801",-7.75," ",,$7.75
"DIRECT DEBIT",6/4/18,Checking,"PAYPAL *ALBION ONL35314369001                6819",-29.95," ",,$29.95
"DIRECT DEBIT",6/4/18,Checking,"TARGET.COM  *     800-591-3869 MN            6801",-49.97," ",,$49.97
"DIRECT DEBIT",6/4/18,Checking,"PIZZA 911- GOFFSTOGOFFSTOWN    NH            6819",-18.13," ",,$18.13
"DIRECT DEBIT",6/4/18,Checking,"MADDIES           SALEM        NH            6819",-11.92," ",,$11.92
"POS DEBIT",6/1/18,Checking,"Z1 XPRESS - GOFFSTGOFFSTOWN    NH            6819",-39.74," ",,$39.74
"POS DEBIT",6/1/18,Checking,"Z1 XPRESS - GOFFSTGOFFSTOWN    NH            6819",-23.96," ",,$23.96
DEBIT,6/1/18,Checking,"DDA DEBIT",-24.17,460038344,,$24.17
"POS DEBIT",6/1/18,Checking,"IPSY   *GLAM BAG  HELP.IPSY.COMCA            6801",-10.00," ",,$10.00
"DIRECT DEBIT",6/1/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6819",-72.74," ",,$72.74
"DIRECT DEBIT",6/1/18,Checking,"GOODWILL AMHERST #AMHERST      NH            6801",-28.00," ",,$28.00
"DIRECT DEBIT",6/1/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-39.42," ",,$39.42
"DIRECT DEBIT",6/1/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6819",-6.99," ",,$6.99
"DIRECT DEBIT",6/1/18,Checking,"T-BONES OF BEDFORDBEDFORD      NH            6819",-62.45," ",,$62.45
"DIRECT DEPOSIT",6/1/18,Checking,"Citizens Bank    PAYROLL",309.66," ",$309.66,
DEBIT,5/31/18,Checking,"VERIZON WIRELESS PAYMENTS",-145.56," ",,$145.56
"POS DEBIT",5/31/18,Checking,"CIRCLE K 07233    GOFFSTOWN    NH            6801",-41.55," ",,$41.55
"DIRECT DEBIT",5/31/18,Checking,"BENUCK & RAINEY, I603-8685566  NH            6819",-251.61," ",,$251.61
"DIRECT DEBIT",5/31/18,Checking,"AMAZON.COM AMZN.COAMZN.COM/BILLWA            6801",-19.20," ",,$19.20
"DIRECT DEBIT",5/31/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6801",-9.99," ",,$9.99
"DIRECT DEBIT",5/31/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.22," ",,$14.22
DEBIT,5/30/18,Checking,"PROG NORTHERN    INS PREM",-86.51," ",,$86.51
"POS DEBIT",5/30/18,Checking,"GOOGLE *PeakGa    Mountain ViewCA            6801",-1.99," ",,$1.99
"DIRECT DEBIT",5/30/18,Checking,"DUNKIN #357416    MANCHESTER   NH            6801",-2.93," ",,$2.93
"POS DEBIT",5/29/18,Checking,"DOLLAR TREE       MERRIMACK    NH            6801",-10.00," ",,$10.00
"DIRECT DEBIT",5/29/18,Checking,"OUTBACK 2910      BEDFORD      NH            6819",-44.72," ",,$44.72
"DIRECT DEBIT",5/29/18,Checking,"FANDANGO.COM      866-857-5191 CA            6801",-26.50," ",,$26.50
"DIRECT DEBIT",5/29/18,Checking,"DUNKIN #357416    MANCHESTER   NH            6801",-7.70," ",,$7.70
"DIRECT DEBIT",5/29/18,Checking,"SQ *MANCHESTER CHRBEDFORD      NH            6801",-7.75," ",,$7.75
"DIRECT DEBIT",5/29/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-17.76," ",,$17.76
"POS DEBIT",5/29/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6801",-210.82," ",,$210.82
"DIRECT DEBIT",5/29/18,Checking,"MCDONALD'S F7194  GOFFSTOWN    NH            6801",-10.01," ",,$10.01
"DIRECT DEBIT",5/29/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6801",-16.00," ",,$16.00
"DIRECT DEBIT",5/29/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.87," ",,$14.87
"DIRECT DEBIT",5/29/18,Checking,"CITY OF MANCHESTERMANCHESTER   NH            6819",-1.50," ",,$1.50
"DIRECT DEBIT",5/29/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6801",-8.99," ",,$8.99
"DIRECT DEBIT",5/29/18,Checking,"Steamgames.com4259425-9522985  WA            6819",-14.99," ",,$14.99
"POS DEBIT",5/25/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6819",-15.64," ",,$15.64
"DIRECT DEBIT",5/25/18,Checking,"VISTAPR*VistaPrint866-8936743  MA            6801",-23.64," ",,$23.64
"DIRECT DEBIT",5/25/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-17.94," ",,$17.94
"DIRECT DEBIT",5/25/18,Checking,"VISTAPR*VistaPrint866-8936743  MA            6801",-21.99," ",,$21.99
"DIRECT DEPOSIT",5/25/18,Checking,"Citizens Bank    PAYROLL",309.67," ",$309.67,
DEBIT,5/24/18,Checking,"DDA DEBIT",-8.00,460049538,,$8.00
"DIRECT DEBIT",5/24/18,Checking,"PIZZA 911- GOFFSTOGOFFSTOWN    NH            6819",-26.22," ",,$26.22
"DIRECT DEBIT",5/24/18,Checking,"DUNKIN #330379 Q35BEDFORD      NH            6801",-7.61," ",,$7.61
"DIRECT DEBIT",5/24/18,Checking,"CHIPOTLE 1799     BEDFORD      NH            6801",-8.89," ",,$8.89
"DIRECT DEBIT",5/24/18,Checking,"BETTERHELP  *HI   8886889296   CA            6819",-180.00," ",,$180.00
"DIRECT DEBIT",5/24/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6801",-102.76," ",,$102.76
"DIRECT DEPOSIT",5/24/18,Checking,"30636 SILVERTECH DIR DEP",4057.15," ","$4,057.15",
"POS DEBIT",5/23/18,Checking,"GOOGLE *Duolin    Mountain ViewCA            6819",-9.99," ",,$9.99
"DIRECT DEBIT",5/23/18,Checking,"AMAZON.COM AMZN.COAMZN.COM/BILLWA            6819",-15.36," ",,$15.36
"DIRECT DEBIT",5/23/18,Checking,"AMAZON.COM AMZN.COAMZN.COM/BILLWA            6819",-14.09," ",,$14.09
"DIRECT DEBIT",5/23/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-59.97," ",,$59.97
"POS DEBIT",5/22/18,Checking,"DODGE'S COUNTR    NEW BOSTON   NH            6801",-37.68," ",,$37.68
"DIRECT DEBIT",5/22/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6801",-30.57," ",,$30.57
"DIRECT DEBIT",5/22/18,Checking,"A&E COFFEE & TEA  GOFFSTOWN    NH            6801",-6.00," ",,$6.00
"POS DEBIT",5/21/18,Checking,"CUMBERLAND FAR    GOFFSTOWN    NH            6819",-37.70," ",,$37.70
"POS DEBIT",5/21/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6819",-25.99," ",,$25.99
"DIRECT DEBIT",5/21/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6801",-19.98," ",,$19.98
"POS DEBIT",5/21/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-92.61," ",,$92.61
"DIRECT DEBIT",5/21/18,Checking,"RENU BODY SPA AND MERRIMACK    NH            6801",-100.00," ",,$100.00
"DIRECT DEBIT",5/21/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-49.99," ",,$49.99
"DIRECT DEBIT",5/21/18,Checking,"DINO21, LLC       HTTPSTEESHIRTDE            6801",-26.20," ",,$26.20
"DIRECT DEBIT",5/21/18,Checking,"PUTNAMS WATERVIEW GOFFSTOWN    NH            6819",-52.84," ",,$52.84
"DIRECT DEBIT",5/21/18,Checking,"WWW.CHICCOSHOP.COMCHICCOUSA.COMPA            6801",-21.00," ",,$21.00
DEPOSIT,5/21/18,Checking,,50.00," ",$50.00,
"POS DEBIT",5/18/18,Checking,"NETFLIX COM       LOS GATOS    CA            6819",-10.99," ",,$10.99
"DIRECT DEBIT",5/18/18,Checking,"TST* REPUBLIC CAFEMANCHESTER   NH            6819",-18.26," ",,$18.26
"DIRECT DEPOSIT",5/18/18,Checking,"Citizens Bank    PAYROLL",309.66," ",$309.66,
"DIRECT DEBIT",5/17/18,Checking,"CVS/PHARMACY #0074BEDFORD      NH            6819",-7.65," ",,$7.65
"DIRECT DEBIT",5/17/18,Checking,"THE BRIDGE CAFE   MANCHESTER   NH            6819",-10.36," ",,$10.36
"POS DEBIT",5/16/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6801",-161.42," ",,$161.42
"POS DEBIT",5/16/18,Checking,"CIRCLE K 07233    GOFFSTOWN    NH            6801",-37.61," ",,$37.61
"DIRECT DEBIT",5/16/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-14.33," ",,$14.33
"DIRECT DEBIT",5/16/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6801",-15.70," ",,$15.70
"DIRECT DEBIT",5/16/18,Checking,"TST* SAL S PIZZA  MANCHESTER   NH            6819",-6.96," ",,$6.96
"DIRECT DEBIT",5/16/18,Checking,"DUNKIN #339732 Q35BEDFORD      NH            6801",-6.73," ",,$6.73
OTHER,5/15/18,Checking,,0.03," ",$0.03,
"DIRECT DEBIT",5/15/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-14.99," ",,$14.99
"DIRECT DEBIT",5/15/18,Checking,"Audible           adbl.co/bill NJ            6819",-14.95," ",,$14.95
"DIRECT DEBIT",5/15/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-7.27," ",,$7.27
"POS DEBIT",5/14/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-9.01," ",,$9.01
"POS DEBIT",5/14/18,Checking,"HLU*Hulu 61201170-HULU.COM/BILLCA            6801",-7.99," ",,$7.99
"POS DEBIT",5/14/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6819",-20.10," ",,$20.10
"POS DEBIT",5/14/18,Checking,"HANNAFORD #831    MANCHESTER   NH 6819",-42.67," ",,$42.67
"DIRECT DEBIT",5/14/18,Checking,"WENDYS            MANCHESTER   NH            6801",-10.34," ",,$10.34
"POS DEBIT",5/14/18,Checking,"WAL-MART #2399    MANCHESTER   NH            6801",-103.63," ",,$103.63
"DIRECT DEBIT",5/14/18,Checking,"CHINA GOURMET     GOFFSTOWN    NH            6801",-29.81," ",,$29.81
"POS DEBIT",5/11/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-21.41," ",,$21.41
"POS DEBIT",5/11/18,Checking,"Z1 XPRESS - GOFFSTGOFFSTOWN    NH            6819",-28.26," ",,$28.26
"DIRECT DEBIT",5/11/18,Checking,"RED ARROW 24 HOUR MANCHESTER   NH            6819",-14.80," ",,$14.80
"DIRECT DEPOSIT",5/11/18,Checking,"Citizens Bank    PAYROLL",309.26," ",$309.26,
"DIRECT DEBIT",5/10/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6801",-69.92," ",,$69.92
"DIRECT DEBIT",5/10/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6801",-9.90," ",,$9.90
"DIRECT DEBIT",5/10/18,Checking,"HAMPTON-METERS    CONCORD      NH            6801",-4.00," ",,$4.00
"DIRECT DEBIT",5/10/18,Checking,"DUNKIN #304756 Q35MERRIMACK    NH            6801",-15.40," ",,$15.40
"DIRECT DEPOSIT",5/10/18,Checking,"30636 SILVERTECH DIR DEP",2191.63," ","$2,191.63",
CHECK,5/9/18,Checking,,-395.00,133,,$395.00
"POS DEBIT",5/9/18,Checking,"WM SUPERCENTER    EPPING       NH            6801",-28.66," ",,$28.66
"DIRECT DEBIT",5/9/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6801",-20.20," ",,$20.20
"DIRECT DEBIT",5/9/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6819",-54.56," ",,$54.56
"POS DEBIT",5/8/18,Checking,"GOOGLE *YouTube TV855-836-3987 CA            6819",-35.00," ",,$35.00
"POS DEBIT",5/8/18,Checking,"WALGREENS STORE 61MERRIMACK    NH            6801",-93.86," ",,$93.86
FEE,5/7/18,Checking,"EXCHANGE FEE",-0.20," ",,$0.20
DEBIT,5/7/18,Checking,"COMCAST          CABLE",-85.95," ",,$85.95
"POS DEBIT",5/7/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6819",-5.82," ",,$5.82
DEBIT,5/7/18,Checking,"DDA DEBIT",-7.00,460030192,,$7.00
"POS DEBIT",5/7/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-13.31," ",,$13.31
"DIRECT DEBIT",5/7/18,Checking,"RENU BODY SPA & SAWWW.RENUSALONNH            6801",-45.00," ",,$45.00
"POS DEBIT",5/7/18,Checking,"CIRCLE K 07263    BEDFORD      NH            6819",-36.70," ",,$36.70
"POS DEBIT",5/7/18,Checking,"GOOGLE *YouTube Re855-836-3987 CA            6819",-14.99," ",,$14.99
"DIRECT DEBIT",5/7/18,Checking,"SQ *MANCHESTER CHRBEDFORD      NH            6801",-7.25," ",,$7.25
"DIRECT DEBIT",5/7/18,Checking,"LA CARRETA MEXICANMANCHESTER   NH            6801",-15.30," ",,$15.30
"POS DEBIT",5/7/18,Checking,"CIRCLE K 07233    GOFFSTOWN    NH            6819",-34.82," ",,$34.82
"POS DEBIT",5/7/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6819",-8.57," ",,$8.57
"POS DEBIT",5/7/18,Checking,"HANNAFORD #831    MANCHESTER   NH            6819",-70.30," ",,$70.30
"DIRECT DEBIT",5/7/18,Checking,"DAILY WIRE        817-8503600  TX            6819",-7.99," ",,$7.99
"DIRECT DEBIT",5/7/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-22.87," ",,$22.87
"DIRECT DEBIT",5/7/18,Checking,"GOG.COM           WARSAW                     6819",-7.23," ",,$7.23
"DIRECT DEBIT",5/7/18,Checking,"AMAZON.COM AMZN.COAMZN.COM/BILLWA            6801",-19.99," ",,$19.99
"DIRECT DEBIT",5/7/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-30.44," ",,$30.44
"DIRECT DEBIT",5/4/18,Checking,"SARKU JAPAN 095   MANCHESTER   NH            6819",-9.79," ",,$9.79
"POS DEBIT",5/4/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-14.96," ",,$14.96
"DIRECT DEBIT",5/4/18,Checking,"AMAZON MKTPLACE PMWWW.AMAZON.COWA            6801",-10.81," ",,$10.81
"DIRECT DEPOSIT",5/4/18,Checking,"Citizens Bank    PAYROLL",309.65," ",$309.65,
DEBIT,5/3/18,Checking,"THE GRANITE YMCA ELEC DRAFT",-76.00," ",,$76.00
"DIRECT DEBIT",5/3/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-5.70," ",,$5.70
DEBIT,5/2/18,Checking,"VERIZON WIRELESS PAYMENTS",-145.56," ",,$145.56
"DIRECT DEBIT",5/2/18,Checking,"5GUYS 1067 QSR    MANCHESTER   NH            6801",-6.86," ",,$6.86
"DIRECT DEBIT",5/2/18,Checking,"RED ARROW 24 HOUR MANCHESTER   NH            6819",-12.89," ",,$12.89
DEBIT,5/1/18,Checking,"PROG NORTHERN    INS PREM",-86.47," ",,$86.47
"POS DEBIT",5/1/18,Checking,"WAL-MART #2399    MANCHESTER   NH            6801",-150.50," ",,$150.50
"POS DEBIT",5/1/18,Checking,"IPSY   *GLAM BAG  HELP.IPSY.COMCA            6801",-10.00," ",,$10.00
"POS DEBIT",4/30/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-61.42," ",,$61.42
DEBIT,4/30/18,Checking,"DDA DEBIT",-16.00,460037827,,$16.00
"DIRECT DEBIT",4/30/18,Checking,"8ONE5             HUDSON       NH            6819",-17.98," ",,$17.98
"DIRECT DEBIT",4/30/18,Checking,"MCGARVEY SALOON   MANCHESTER   NH            6819",-15.00," ",,$15.00
"DIRECT DEBIT",4/30/18,Checking,"RADISSON HOTEL MANMANCHESTER   NH            6801",-18.52," ",,$18.52
"DIRECT DEBIT",4/30/18,Checking,"RADISSON HOTEL MANMANCHESTER   NH            6801",-228.91," ",,$228.91
"POS DEBIT",4/30/18,Checking,"HANNAFORD #843    Bedford      NH            6801",-21.94," ",,$21.94
"POS DEBIT",4/30/18,Checking,"SHELL Service StatGOFFSTOWN    NH            6801",-39.96," ",,$39.96
"POS DEBIT",4/27/18,Checking,"7-ELEVEN          MANCHESTER   NH            6819",-7.58," ",,$7.58
"POS DEBIT",4/27/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-13.56," ",,$13.56
"DIRECT DEBIT",4/27/18,Checking,"ACCELERATED AUTOMOGOFFSTOWN    NH            6819",-151.35," ",,$151.35
"DIRECT DEPOSIT",4/27/18,Checking,"Citizens Bank    PAYROLL",312.14," ",$312.14,
"ATM CREDIT",4/27/18,Checking,"11 CHURCH STREET       GO   GOFFSTOWN     NH 6801",334.00," ",$334.00,
FEE,4/26/18,Checking,"OVERDRAFT          ( 1 AT $35 )",-35.00," ",,$35.00
"DIRECT DEPOSIT",4/26/18,Checking,"30636 SILVERTECH DIR DEP",2191.63," ","$2,191.63",
CHECK,4/25/18,Checking,,-69.78,116,,$69.78
"DIRECT DEBIT",4/25/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-6.90," ",,$6.90
FEE,4/25/18,Checking,"OVERDRAFT          ( 1 AT $35 )",-35.00," ",,$35.00
DEBIT,4/24/18,Checking,"WF HOME MTG      AUTO PAY",-1424.77," ",,"$1,424.77"
"DIRECT DEPOSIT",4/24/18,Checking,"TAX PRODUCTS PE4 SBTPG LLC",304.03," ",$304.03,
"POS DEBIT",4/23/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-52.21," ",,$52.21
"POS DEBIT",4/23/18,Checking,"7-ELEVEN          MANCHESTER   NH            6819",-3.67," ",,$3.67
"POS DEBIT",4/23/18,Checking,"GOOGLE *Duolingo  855-836-3987 CA            6819",-9.99," ",,$9.99
"DIRECT DEBIT",4/23/18,Checking,"ATLANTIC INNOVATIO888-660-8970 NH            6801",-37.90," ",,$37.90
"DIRECT DEBIT",4/23/18,Checking,"ATLANTIC INNOVATIO888-660-8970 NH            6819",-31.90," ",,$31.90
"POS DEBIT",4/23/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-75.76," ",,$75.76
"DIRECT DEBIT",4/23/18,Checking,"SQ *MANCHESTER CHRBEDFORD      NH            6801",-7.75," ",,$7.75
"DIRECT DEBIT",4/23/18,Checking,"MICROSOFT   *STORE800-642-7676 WA            6819",-119.99," ",,$119.99
"DIRECT DEBIT",4/23/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6801",-26.72," ",,$26.72
"DIRECT DEBIT",4/23/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-53.39," ",,$53.39
CREDIT,4/23/18,Checking,"MICROSOFT   *STORE800-642-7676 WA            6819",119.99," ",$119.99,
DEBIT,4/20/18,Checking,"WF HOME MTG      AUTO PAY",-1456.84," ",,"$1,456.84"
"DIRECT DEBIT",4/20/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-7.27," ",,$7.27
"DIRECT DEPOSIT",4/20/18,Checking,"Citizens Bank    PAYROLL",304.20," ",$304.20,
DEBIT,4/19/18,Checking,"EVERSOURCE       WEB_PAY",-117.89," ",,$117.89
"POS DEBIT",4/19/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-7.84," ",,$7.84
"POS DEBIT",4/19/18,Checking,"USPS PO 32324000 1GOFFSTOWN    NH            6801",-10.00," ",,$10.00
"DIRECT DEBIT",4/19/18,Checking,"JULIENS CORNER KITMANCHESTER   NH            6819",-15.47," ",,$15.47
"POS DEBIT",4/18/18,Checking,"MARKET BASKET 71  BEDFORD      NH            6801",-45.78," ",,$45.78
"POS DEBIT",4/18/18,Checking,"WAL-MART #2246    BEDFORD      NH            6801",-123.53," ",,$123.53
"POS DEBIT",4/18/18,Checking,"NETFLIX COM       LOS GATOS    CA            6819",-10.99," ",,$10.99
"DIRECT DEBIT",4/18/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-24.99," ",,$24.99
"DIRECT DEBIT",4/18/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-17.73," ",,$17.73
"DIRECT DEBIT",4/18/18,Checking,"IHOP #3328        BEDFORD      NH            6801",-39.74," ",,$39.74
"DIRECT DEBIT",4/18/18,Checking,"AUTO AIR & VACUUM PLAINVIEW    NY            6801",-1.50," ",,$1.50
TRANSFER,4/18/18,Checking,"FROM SAVINGS     3373239967",500.00," ",$500.00,
"POS DEBIT",4/17/18,Checking,"Wal-Mart Super    MANCHESTER   NH            6801",-68.46," ",,$68.46
"POS DEBIT",4/17/18,Checking,"OREILLY AUTO #4528BEDFORD      NH            6801",-40.98," ",,$40.98
"DIRECT DEBIT",4/17/18,Checking,"372PEPSIVEN9147678MANCHESTER   NH            6819",-1.50," ",,$1.50
"DIRECT DEBIT",4/17/18,Checking,"VIKSTERS PIZZA    GOFFSTOWN    NH            6801",-17.99," ",,$17.99
"DIRECT DEBIT",4/17/18,Checking,"OUTBACK 2910      BEDFORD      NH            6819",-70.86," ",,$70.86
OTHER,4/16/18,Checking,,0.06," ",$0.06,
CHECK,4/16/18,Checking,,-665.10,117,,$665.10
"POS DEBIT",4/16/18,Checking,"HANNAFORD #843    Bedford      NH            6819",-23.33," ",,$23.33
"DIRECT DEBIT",4/16/18,Checking,"Amazon.com        AMZN.COM/BILLWA            6819",-5.79," ",,$5.79
"POS DEBIT",4/16/18,Checking,"HLU*Hulu 61201170-HULU.COM/BILLCA            6801",-7.99," ",,$7.99
"DIRECT DEBIT",4/16/18,Checking,"Audible           adbl.co/bill NJ            6819",-14.95," ",,$14.95
"DIRECT DEBIT",4/16/18,Checking,"GOLDEN ACRES PIZZASTRIPE.COM   CA            6819",-29.04," ",,$29.04
"DIRECT DEBIT",4/16/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-7.49," ",,$7.49
"DIRECT DEBIT",4/16/18,Checking,"BAKED DOWNTOWN CAFMANCHESTER   NH            6819",-9.27," ",,$9.27
"DIRECT DEBIT",4/16/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-4.96," ",,$4.96
"POS DEBIT",4/13/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-11.83," ",,$11.83
"DIRECT DEBIT",4/13/18,Checking,"DUNKIN #337152 Q35GOFFSTOWN    NH            6801",-7.27," ",,$7.27
"DIRECT DEBIT",4/13/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-24.97," ",,$24.97
"DIRECT DEBIT",4/13/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-4.84," ",,$4.84
"DIRECT DEPOSIT",4/13/18,Checking,"Citizens Bank    PAYROLL",309.66," ",$309.66,
"POS DEBIT",4/12/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-16.61," ",,$16.61
"POS DEBIT",4/12/18,Checking,"Z1 XPRESS - GOFFSTGOFFSTOWN    NH            6819",-33.29," ",,$33.29
"POS DEBIT",4/12/18,Checking,"SULLY'S SUPERE    GOFFSTOWN    NH            6801",-10.47," ",,$10.47
"DIRECT DEBIT",4/12/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-11.97," ",,$11.97
"DIRECT DEBIT",4/12/18,Checking,"THE BRIDGE CAFE   MANCHESTER   NH            6819",-10.36," ",,$10.36
"DIRECT DEBIT",4/12/18,Checking,"A&E COFFEE & TEA MMANCHESTER   NH            6819",-15.81," ",,$15.81
"DIRECT DEPOSIT",4/12/18,Checking,"30636 SILVERTECH DIR DEP",2191.63," ","$2,191.63",
"DIRECT DEBIT",4/11/18,Checking,"ATLANTIC INNOVATIO888-660-8970 NH            6819",-26.90," ",,$26.90
"DIRECT DEBIT",4/11/18,Checking,"PIZZA MARKET OF GO603-623-0899 NH            6801",-20.22," ",,$20.22
"DIRECT DEBIT",4/11/18,Checking,"BRADY SULLIVAN PLAMANCHESTER   NH            6801",-2.00," ",,$2.00
"DIRECT DEBIT",4/11/18,Checking,"AMAZON MKTPLACE PMAMZN.COM/BILLWA            6801",-14.99," ",,$14.99
